Rank,Name,Worldwide Box Office,Movies,Average
626,Cody Cameron,"$274,392,649",1,"$274,392,649"
627,Kris Pearn,"$274,392,649",2,"$137,196,325"
628,Alejandro Monteverde,"$272,054,867",3,"$90,684,956"
629,Mathieu Kassovitz,"$271,968,006",4,"$67,992,002"
630,Charles Martin Smith,"$271,677,395",8,"$33,959,674"
631,Kevin Smith,"$269,473,050",19,"$14,182,792"
632,Peter Howitt,"$268,349,740",5,"$53,669,948"
633,Boaz Yakin,"$268,257,546",9,"$29,806,394"
634,James Algar,"$268,000,000",2,"$134,000,000"
635,William Brent Bell,"$265,996,109",8,"$33,249,514"
636,Felix Chong,"$265,971,730",2,"$132,985,865"
637,Oliver Parker,"$265,389,889",10,"$26,538,989"
638,Simon Kinberg,"$265,259,693",2,"$132,629,847"
639,Peter Chan,"$264,144,907",4,"$66,036,227"
640,Mel Smith,"$263,583,620",5,"$52,716,724"
641,Trish Sie,"$263,540,796",5,"$52,708,159"
642,Sam Wrench,"$263,530,254",3,"$87,843,418"
643,Steve Barron,"$261,771,020",7,"$37,395,860"
644,Roberto Benigni,"$261,637,240",4,"$65,409,310"
645,Jay Russell,"$260,944,537",6,"$43,490,756"
646,Howard Zieff,"$257,338,596",7,"$36,762,657"
647,Gil Kenan,"$257,242,929",4,"$64,310,732"
648,Jeannot Szwarc,"$256,649,551",7,"$36,664,222"
649,John Huston,"$256,313,917",21,"$12,205,425"
650,Camille Delamarre,"$256,050,676",3,"$85,350,225"
651,Junwei Xie (谢君伟),"$255,962,981",1,"$255,962,981"
652,Joe Pytka,"$255,151,472",2,"$127,575,736"
653,Justin Kurzel,"$255,014,447",7,"$36,430,635"
654,JiangJiang Liu,"$253,816,909",1,"$253,816,909"
655,Hideaki Anno,"$251,175,096",7,"$35,882,157"
656,Lee Daniels,"$251,127,409",6,"$41,854,568"
657,Pierre Perifel,"$250,901,630",1,"$250,901,630"
658,Robert Walker,"$250,397,798",1,"$250,397,798"
659,Aaron Blaise,"$250,397,798",1,"$250,397,798"
660,Stefen Fangmeier,"$249,488,115",1,"$249,488,115"
661,Henry Selick,"$248,807,567",5,"$49,761,513"
662,Eduardo Sanchez,"$248,743,453",7,"$35,534,779"
663,Daniel Myrick,"$248,302,552",3,"$82,767,517"
664,Anthony Leondis,"$247,578,188",2,"$123,789,094"
665,Bora Dagtekin,"$247,526,550",4,"$61,881,638"
666,Iain Softley,"$247,489,350",9,"$27,498,817"
667,Stuart Baird,"$247,225,621",3,"$82,408,540"
668,Li Wei,"$245,776,376",5,"$49,155,275"
669,Ron Underwood,"$245,697,279",7,"$35,099,611"
670,Robert Benton,"$245,098,156",9,"$27,233,128"
671,Ben Falcone,"$245,089,802",5,"$49,017,960"
672,Dexter Fletcher,"$244,917,692",5,"$48,983,538"
673,James Gray,"$243,953,095",9,"$27,105,899"
674,Teng Cheng,"$243,887,233",1,"$243,887,233"
675,Ronny Yu,"$243,555,145",6,"$40,592,524"
676,Ric Roman Waugh,"$242,958,480",8,"$30,369,810"
677,Yongchang Lin,"$242,657,336",3,"$80,885,779"
678,Cornell John,"$239,606,210",1,"$239,606,210"
679,David Cronenberg,"$239,451,622",21,"$11,402,458"
680,Fawn Veerasunthorn,"$239,015,701",1,"$239,015,701"
681,Tom Vaughan,"$238,350,483",5,"$47,670,097"
682,Frank Miller,"$238,184,948",3,"$79,394,983"
683,Xiaoxing Yi,"$238,149,449",2,"$119,074,725"
684,Klay Hall,"$238,059,569",1,"$238,059,569"
685,Russell Mulcahy,"$237,337,364",13,"$18,256,720"
686,Choi Dong-hoon,"$237,160,192",5,"$47,432,038"
687,Hayden Schlossberg,"$236,799,211",1,"$236,799,211"
688,Jon Hurwitz,"$236,799,211",1,"$236,799,211"
689,Steve Bendelack,"$234,981,342",1,"$234,981,342"
690,Scott Cooper,"$234,346,236",7,"$33,478,034"
691,David S. Goyer,"$233,103,892",4,"$58,275,973"
692,Dany Boon,"$232,089,936",5,"$46,417,987"
693,Jared Bush,"$230,962,269",1,"$230,962,269"
694,Gary Dauberman,"$230,779,191",2,"$115,389,596"
695,Yuzuru Tachikawa,"$230,655,120",3,"$76,885,040"
696,Michael Lehmann,"$230,411,908",9,"$25,601,323"
697,Derek Tsang,"$230,104,810",1,"$230,104,810"
698,Yorgos Lanthimos,"$229,835,349",7,"$32,833,621"
699,Bob Clark,"$229,825,538",13,"$17,678,888"
700,Gavin O’Connor,"$227,775,088",7,"$32,539,298"
701,Philippe de Chauveron,"$226,954,994",5,"$45,390,999"
702,Simon Curtis,"$226,602,014",5,"$45,320,403"
703,Jason Moore,"$226,412,616",4,"$56,603,154"
704,Dean Devlin,"$225,577,647",2,"$112,788,824"
705,Alfred Hitchcock,"$223,612,969",39,"$5,733,666"
706,Seung-wan Ryoo,"$222,529,597",6,"$37,088,266"
707,Shao Heqi,"$221,982,308",1,"$221,982,308"
708,Gary Shore,"$221,627,988",3,"$73,875,996"
709,Hideo Nakata,"$221,310,181",15,"$14,754,012"
710,Zhao Ji,"$220,889,372",3,"$73,629,791"
711,John Frankenheimer,"$220,705,262",21,"$10,509,774"
712,Stephen Anderson,"$220,698,326",2,"$110,349,163"
713,Andrew Bergman,"$220,546,898",6,"$36,757,816"
714,Toni Myers,"$220,539,542",3,"$73,513,181"
715,Tomoka Nagaoka,"$220,317,067",2,"$110,158,534"
716,Ted Kotcheff,"$220,127,161",10,"$22,012,716"
717,Lewis Gilbert,"$218,959,300",4,"$54,739,825"
718,Angus Maclane,"$218,768,299",1,"$218,768,299"
719,Philip Kaufman,"$217,829,667",10,"$21,782,967"
720,David Koepp,"$217,490,494",7,"$31,070,071"
721,Parker Finn,"$217,068,735",2,"$108,534,368"
722,Danny DeVito,"$217,014,915",6,"$36,169,153"
723,Babak Najafi,"$216,903,624",4,"$54,225,906"
724,Leon Ding,"$216,222,026",3,"$72,074,009"
725,Thea Sharrock,"$216,148,536",4,"$54,037,134"
726,Ryan Murphy,"$215,497,364",5,"$43,099,473"
727,Gary Rydstrom,"$214,978,980",3,"$71,659,660"
728,Fei Yan,"$214,579,747",2,"$107,289,874"
729,Da-Mo Peng,"$213,949,747",1,"$213,949,747"
730,Jon Erwin,"$213,734,047",9,"$23,748,227"
731,Ryuichi Yagi,"$213,606,471",2,"$106,803,236"
732,Spike Jonze,"$212,076,602",5,"$42,415,320"
733,Jonathan Lynn,"$210,472,314",8,"$26,309,039"
734,Michael Sucsy,"$210,444,191",3,"$70,148,064"
735,Gilbert Lewis,"$210,300,000",1,"$210,300,000"
736,Burr Steers,"$210,103,441",4,"$52,525,860"
737,Kevin MacDonald,"$210,054,485",10,"$21,005,449"
738,Peter Yates,"$209,723,043",16,"$13,107,690"
739,Tim Heitz,"$209,331,813",1,"$209,331,813"
740,Rene Liu,"$209,221,328",1,"$209,221,328"
741,Clark Johnson,"$207,311,083",3,"$69,103,694"
742,George A. Romero,"$207,303,458",17,"$12,194,321"
743,Kabir Khan,"$207,246,738",6,"$34,541,123"
744,Peter Spierig,"$207,015,925",4,"$51,753,981"
745,Michael Spierig,"$207,015,925",4,"$51,753,981"
746,Shekhar Kapur,"$206,950,787",8,"$25,868,848"
747,Rob Zombie,"$206,743,801",11,"$18,794,891"
748,Sarah Smith,"$206,034,208",2,"$103,017,104"
749,Jay Chandrasekhar,"$206,008,705",7,"$29,429,815"
750,Jim Sheridan,"$205,830,534",9,"$22,870,059"
751,Kevin Rodney Sullivan,"$205,631,244",4,"$51,407,811"
752,Dwight H. Little,"$205,555,302",12,"$17,129,609"
753,Guo Jingming,"$205,485,806",4,"$51,371,452"
754,Brad Lewis,"$205,162,666",1,"$205,162,666"
755,Niki Caro,"$205,041,584",8,"$25,630,198"
756,Ava Duvernay,"$204,962,426",7,"$29,280,347"
757,David McNally,"$204,475,056",2,"$102,237,528"
758,Jared Stern,"$203,891,589",1,"$203,891,589"
759,Mike Flanagan,"$202,614,432",7,"$28,944,919"
760,Reinaldo Marcus Green,"$201,736,402",4,"$50,434,101"
761,Cathy Yan,"$201,073,230",4,"$50,268,308"
762,Kim Yong-hwa,"$200,930,165",2,"$100,465,083"
763,Rohit Shetty,"$200,726,917",10,"$20,072,692"
764,John Schlesinger,"$200,176,981",15,"$13,345,132"
765,Sam Quah,"$199,276,793",1,"$199,276,793"
766,Xiao Lu Xue,"$199,085,416",2,"$99,542,708"
767,Huang Bo,"$198,330,770",1,"$198,330,770"
768,Terrence Malick,"$198,242,244",11,"$18,022,022"
769,Nimrod Antal,"$198,142,724",6,"$33,023,787"
770,Nick Castle,"$197,980,808",6,"$32,996,801"
771,Johannes Roberts,"$197,864,380",9,"$21,984,931"
772,Steve Box,"$197,593,152",1,"$197,593,152"
773,Norton Virgien,"$196,337,717",2,"$98,168,859"
774,Seong-Hu Park,"$196,308,703",1,"$196,308,703"
775,Michael Engler,"$196,121,144",2,"$98,060,572"
776,Scott Speer,"$195,406,689",7,"$27,915,241"
777,Hiromasa Yonebayashi,"$195,350,190",3,"$65,116,730"
778,Paul Haggis,"$195,007,414",5,"$39,001,483"
779,Gene Stupnitsky,"$194,627,789",2,"$97,313,895"
780,Dmitry Dyachenko,"$194,262,339",8,"$24,282,792"
781,Oren Peli,"$194,190,590",2,"$97,095,295"
782,Alex Kendrick,"$193,399,551",7,"$27,628,507"
783,Tatsuya Nagamine,"$193,309,847",3,"$64,436,616"
784,Frederik Du Chau,"$193,015,261",3,"$64,338,420"
785,Pete Travis,"$192,418,433",4,"$48,104,608"
786,Adam Nee,"$192,347,999",4,"$48,087,000"
787,Aaron Nee,"$192,347,999",4,"$48,087,000"
788,Su Lun,"$191,940,584",2,"$95,970,292"
789,Ted Demme,"$191,320,280",7,"$27,331,469"
790,Takaski Shimizu,"$191,193,140",2,"$95,596,570"
791,Irwin Winkler,"$190,992,119",7,"$27,284,588"
792,John Erick Dowdle,"$189,947,470",6,"$31,657,912"
793,Dong Runnian,"$189,232,140",2,"$94,616,070"
794,Woo-seok Yang,"$188,388,307",5,"$37,677,661"
795,Jazz Boon,"$188,065,089",3,"$62,688,363"
796,Jason Kwan,"$187,957,104",3,"$62,652,368"
797,Gary Goldman,"$187,926,576",3,"$62,642,192"
798,Patrick Wilson,"$186,258,928",1,"$186,258,928"
799,Victor Salva,"$185,757,450",5,"$37,151,490"
800,Sang Yong Lee (이상용),"$185,663,039",3,"$61,887,680"
801,Youn Jk,"$185,427,109",4,"$46,356,777"
802,Ericson Core,"$185,205,718",3,"$61,735,239"
803,Tod Williams,"$184,634,337",3,"$61,544,779"
804,Paul Mazursky,"$183,464,162",10,"$18,346,416"
805,Doug Sweetland,"$183,353,431",1,"$183,353,431"
806,Neil LaBute,"$182,721,616",13,"$14,055,509"
807,Alastair Fothergill,"$182,436,287",11,"$16,585,117"
808,Tobe Hooper,"$181,674,401",9,"$20,186,045"
809,Gerard Johnstone,"$181,371,279",2,"$90,685,640"
810,Bennett Miller,"$180,527,972",3,"$60,175,991"
811,Nigel Cole,"$180,487,337",6,"$30,081,223"
812,Jeff Rowe,"$180,329,865",3,"$60,109,955"
813,Dennis Gansel,"$180,232,191",6,"$30,038,699"
814,Scott Stewart,"$179,557,103",4,"$44,889,276"
815,Miguel Arteta,"$179,377,310",8,"$22,422,164"
816,William Wyler,"$179,059,586",13,"$13,773,814"
817,David Lowery,"$178,604,175",7,"$25,514,882"
818,Yuichi Fukuda,"$177,977,315",9,"$19,775,257"
819,Patrick Lussier,"$177,273,272",9,"$19,697,030"
820,Gina Prince-Bythewood,"$176,697,448",5,"$35,339,490"
821,Jared Hess,"$176,421,105",8,"$22,052,638"
822,Jiang Wen,"$176,258,656",4,"$44,064,664"
823,Dean Israelite,"$175,440,989",5,"$35,088,198"
824,John A. Davis,"$175,362,568",3,"$58,454,189"
825,John Schultz,"$174,824,009",10,"$17,482,401"
826,Niels Arden Oplev,"$174,531,552",6,"$29,088,592"
827,Marco Brambilla,"$173,407,200",2,"$86,703,600"
828,Forest Whitaker,"$173,296,032",3,"$57,765,344"
829,Colin Higgins,"$173,002,296",2,"$86,501,148"
830,Brad Furman,"$172,620,981",5,"$34,524,196"
831,Peter Billingsley,"$172,539,969",2,"$86,269,985"
832,Prashanth Neel,"$171,549,859",4,"$42,887,465"
833,Taniguchi Goro,"$171,460,945",5,"$34,292,189"
834,Greg Berlanti,"$171,408,470",4,"$42,852,118"
835,Brett Leonard,"$171,332,425",8,"$21,416,553"
836,Derek Kwok,"$171,248,617",2,"$85,624,309"
837,Jeremiah Chechik,"$171,010,429",6,"$28,501,738"
838,Mark Linfield,"$170,767,670",5,"$34,153,534"
839,John Boorman,"$170,328,519",13,"$13,102,194"
840,Ash Brannon,"$169,544,233",2,"$84,772,117"
841,Richard Fleischer,"$168,752,822",17,"$9,926,637"
842,Angelina Jolie,"$167,764,763",6,"$27,960,794"
843,Lorene Scafaria,"$167,761,820",3,"$55,920,607"
844,Peter Bogdanovich,"$167,613,084",14,"$11,972,363"
845,Steve Pink,"$167,555,057",7,"$23,936,437"
846,John Whitesell,"$166,148,574",6,"$27,691,429"
847,Cedric Nicolas-Troyan,"$165,149,302",2,"$82,574,651"
848,Troy Quane,"$165,124,093",2,"$82,562,047"
849,Nick Bruno,"$165,124,093",2,"$82,562,047"
850,Carl Franklin,"$165,111,774",7,"$23,587,396"
851,Kim Jee-woon,"$164,595,509",8,"$20,574,439"
852,Mamoru Hosoda,"$163,132,199",5,"$32,626,440"
853,Barbet Schroeder,"$162,575,915",12,"$13,547,993"
854,Michael Hoffman,"$162,574,614",8,"$20,321,827"
855,Richard Loncraine,"$162,492,967",9,"$18,054,774"
856,Paul McGuigan,"$162,213,480",8,"$20,276,685"
857,Franco Zeffirelli,"$162,140,150",13,"$12,472,319"
858,Garth Davis,"$161,345,989",3,"$53,781,996"
859,Mans Marlind,"$161,123,188",3,"$53,707,729"
860,Björn Stein,"$161,088,683",2,"$80,544,342"
861,Michel Hazanavicius,"$160,788,735",7,"$22,969,819"
862,Yu Shan Chen,"$160,687,692",3,"$53,562,564"
863,Fred Schepisi,"$160,463,570",13,"$12,343,352"
864,Andrew Erwin,"$160,352,081",8,"$20,044,010"
865,Siddharth Anand,"$159,688,879",4,"$39,922,220"
866,David Kerr,"$159,369,278",3,"$53,123,093"
867,Wong Amp,"$158,354,730",2,"$79,177,365"
868,John Polson,"$157,780,969",2,"$78,890,485"
869,Er Cheng,"$157,466,859",2,"$78,733,430"
870,Sylvain White,"$157,336,836",4,"$39,334,209"
871,Griffin Dunne,"$157,080,746",6,"$26,180,124"
872,Rupert Wainwright,"$157,064,028",3,"$52,354,676"
873,Jessie Nelson,"$156,952,327",3,"$52,317,442"
874,Bobs Gannaway,"$156,399,644",1,"$156,399,644"
875,Luis Llosa,"$155,993,560",2,"$77,996,780"
876,Stan Dragoti,"$155,666,897",5,"$31,133,379"
877,Barbra Streisand,"$155,067,309",3,"$51,689,103"
878,Ali Abbas Zafar,"$154,764,535",5,"$30,952,907"
879,Paul Weiland,"$154,326,150",5,"$30,865,230"
880,Howard Hall,"$153,904,314",3,"$51,301,438"
881,Tom McCarthy,"$153,821,762",8,"$19,227,720"
882,Etan Cohen,"$153,638,058",2,"$76,819,029"
883,Zhang Hongwei,"$153,018,738",1,"$153,018,738"
884,Thurop Van Orman,"$152,255,188",1,"$152,255,188"
885,Carl Rinsch,"$151,716,815",1,"$151,716,815"
886,Jean-Marc Vallee,"$151,639,860",5,"$30,327,972"
887,James Fargo,"$151,468,727",3,"$50,489,576"
888,Gavin Lin,"$151,056,221",1,"$151,056,221"
889,Kazuya Tsurumaki,"$150,746,411",3,"$50,248,804"
890,Hirokazu Kore-eda,"$150,511,464",11,"$13,682,860"
891,James Ivory,"$150,472,216",20,"$7,523,611"
892,Mahiro Maeda,"$150,460,695",2,"$75,230,348"
893,Cecil B. DeMille,"$150,256,882",11,"$13,659,717"
894,Sheng Ding,"$149,335,195",7,"$21,333,599"
895,Neveldine & Taylor,"$149,217,355",1,"$149,217,355"
896,Chuan Lu,"$148,947,843",4,"$37,236,961"
897,Lee Cronin,"$148,892,240",2,"$74,446,120"
898,Karan Johar,"$148,800,631",7,"$21,257,233"
899,Francois Ozon,"$147,551,629",16,"$9,221,977"
900,Oliver Hirschbiegel,"$147,087,299",5,"$29,417,460"
901,Laurent Tirard,"$146,231,545",7,"$20,890,221"
902,Angela Robinson,"$146,115,900",3,"$48,705,300"
903,Andrew Fleming,"$145,930,506",9,"$16,214,501"
904,Liuxun Zimo,"$145,775,168",1,"$145,775,168"
905,Robert Stevenson,"$145,549,051",5,"$29,109,810"
906,James Marsh,"$145,124,594",10,"$14,512,459"
907,Xie Dikui,"$144,830,000",2,"$72,415,000"
908,Baoping Cao,"$144,787,578",4,"$36,196,895"
909,Terence Young,"$142,875,671",7,"$20,410,810"
910,Fernando Meirelles,"$142,833,632",6,"$23,805,605"
911,Jack Lee Thompson,"$142,267,418",14,"$10,161,958"
912,Stephen Hillenburg,"$142,051,255",1,"$142,051,255"
913,Neil Marshall,"$141,593,726",9,"$15,732,636"
914,Danny Cannon,"$141,098,785",2,"$70,549,393"
915,Igor Kovalyov,"$140,894,685",1,"$140,894,685"
916,Martin Ritt,"$140,619,472",12,"$11,718,289"
917,Jodie Foster,"$140,575,153",4,"$35,143,788"
918,Steve Trenbirth,"$139,924,202",1,"$139,924,202"
919,Gurinder Chadha,"$139,798,379",9,"$15,533,153"
920,Tommy Chong,"$139,663,872",6,"$23,277,312"
921,Ari Aster,"$139,032,586",3,"$46,344,195"
922,Seth Rogen,"$138,881,749",2,"$69,440,875"
923,Evan Goldberg,"$138,881,749",2,"$69,440,875"
924,Peter Webber,"$138,747,517",6,"$23,124,586"
925,Todd Michael Amateau,"$137,984,788",1,"$137,984,788"
926,Gabor Csupo,"$137,984,788",1,"$137,984,788"
927,Lok Man Leung,"$137,878,915",2,"$68,939,458"
928,Martha Coolidge,"$137,858,294",13,"$10,604,484"
929,James Watkins,"$137,787,872",3,"$45,929,291"
930,Leste Chen,"$137,499,618",4,"$34,374,905"
931,Alec Su,"$137,173,153",2,"$68,586,577"
932,George Nolfi,"$137,141,815",3,"$45,713,938"
933,Peter Hedges,"$137,106,408",5,"$27,421,282"
934,Gerard McMurray,"$137,054,597",2,"$68,527,299"
935,Steve Beck,"$136,817,844",2,"$68,408,922"
936,Sidney Poitier,"$136,784,703",5,"$27,356,941"
937,Ruoxin Yin,"$136,775,504",2,"$68,387,752"
938,Mark Neveldine,"$136,693,570",6,"$22,782,262"
939,Arun Kumar,"$136,676,304",2,"$68,338,152"
940,Olivia Newman,"$136,539,552",1,"$136,539,552"
941,Danny Leiner,"$136,007,966",3,"$45,335,989"
942,Walter Salles,"$136,006,502",8,"$17,000,813"
943,Luc Jacquet,"$135,662,792",5,"$27,132,558"
944,Bill Holderman,"$135,075,260",2,"$67,537,630"
945,John Milius,"$134,846,657",7,"$19,263,808"
946,Advait Chandan,"$134,266,251",2,"$67,133,126"
947,Bo Welch,"$133,818,283",1,"$133,818,283"
948,Bob Rafelson,"$133,732,502",8,"$16,716,563"
949,Chris Butler,"$133,512,898",2,"$66,756,449"
950,Peter Lepeniotis,"$133,454,417",4,"$33,363,604"
951,Dan Mazer,"$133,406,980",4,"$33,351,745"
952,Dan Scanlan,"$133,357,601",1,"$133,357,601"
953,Nima Nourizadeh,"$133,323,216",2,"$66,661,608"
954,Nikolaj Arcel,"$133,305,899",3,"$44,435,300"
955,Chang Yuan,"$132,213,520",1,"$132,213,520"
956,Luan Zhang,"$132,207,786",2,"$66,103,893"
957,Julie Anne Robinson,"$132,056,648",2,"$66,028,324"
958,David S. Ward,"$131,823,724",5,"$26,364,745"
959,Sang-ho Yeon,"$131,774,477",4,"$32,943,619"
960,Larry Yang,"$131,371,503",3,"$43,790,501"
961,Kasi Lemmons,"$131,366,791",7,"$18,766,684"
962,Fedor Bondarchuk,"$131,051,352",5,"$26,210,270"
963,Patricia Riggen,"$129,913,081",4,"$32,478,270"
964,Seong-hoon Kim,"$128,927,558",3,"$42,975,853"
965,Jack Smight,"$128,922,763",9,"$14,324,751"
966,Colin Strause,"$128,884,494",1,"$128,884,494"
967,Greg Strause,"$128,884,494",1,"$128,884,494"
968,John Stockwell,"$128,826,273",12,"$10,735,523"
969,Angel Manuel Soto,"$128,777,017",3,"$42,925,672"
970,Steve Rash,"$128,719,644",7,"$18,388,521"
971,Bille Woodruff,"$128,679,405",6,"$21,446,568"
972,Robert Eggers,"$128,159,245",4,"$32,039,811"
973,David Breashears,"$128,053,530",2,"$64,026,765"
974,Stephen Judson,"$127,990,128",1,"$127,990,128"
975,Jonathan Dayton,"$127,863,236",3,"$42,621,079"
976,Valerie Faris,"$127,863,236",3,"$42,621,079"
977,André Øvredal,"$127,850,073",6,"$21,308,346"
978,Tianyu Zhao,"$127,515,832",3,"$42,505,277"
979,Ronald Neame,"$126,700,030",9,"$14,077,781"
980,Stanley Kramer,"$126,700,000",9,"$14,077,778"
981,Zach Braff,"$126,533,847",4,"$31,633,462"
982,Lewis Teague,"$126,272,652",6,"$21,045,442"
983,Hugh Hudson,"$125,438,110",7,"$17,919,730"
984,Alexander Witt,"$125,168,734",1,"$125,168,734"
985,Miao Yue,"$124,899,360",6,"$20,816,560"
986,Luis Mandoki,"$124,678,301",7,"$17,811,186"
987,Tomas Alfredson,"$124,596,462",3,"$41,532,154"
988,Denzel Washington,"$124,594,445",4,"$31,148,611"
989,Guillaume Canet,"$124,567,578",6,"$20,761,263"
990,Bill Duke,"$124,284,878",8,"$15,535,610"
991,Qiansen Ouyang,"$124,169,976",1,"$124,169,976"
992,Neil Nightingale,"$123,705,128",2,"$61,852,564"
993,Greg Jacobs,"$123,580,421",2,"$61,790,211"
994,Barry Cook,"$123,368,842",1,"$123,368,842"
995,David Lynch,"$123,295,381",10,"$12,329,538"
996,Kazuaki Imai,"$122,940,209",3,"$40,980,070"
997,Charlie Bean,"$122,737,201",2,"$61,368,601"
998,Paul Fisher,"$122,737,201",1,"$122,737,201"
999,Bob Logan,"$122,737,201",1,"$122,737,201"
1000,Mark Robson,"$122,411,111",7,"$17,487,302"
1001,Brian Taylor,"$121,686,004",5,"$24,337,201"
1002,Carlos Lopez Estrada,"$121,167,774",5,"$24,233,555"
1003,Mira Nair,"$120,739,240",10,"$12,073,924"
1004,Sidney J. Furie,"$120,562,684",14,"$8,611,620"
1005,Bronwen Hughes,"$120,527,848",3,"$40,175,949"
1006,Kar-wai Wong (王家卫),"$120,454,650",14,"$8,603,904"
1007,Justin Simien,"$120,201,760",3,"$40,067,253"
1008,David Carson,"$120,000,000",3,"$40,000,000"
1009,Shinji Higuchi,"$119,934,730",4,"$29,983,683"
1010,Arthur Penn,"$119,339,427",9,"$13,259,936"
1011,Han Tian,"$119,092,516",2,"$59,546,258"
1012,Kevin Munroe,"$119,063,949",4,"$29,765,987"
1013,David Wain,"$119,035,642",5,"$23,807,128"
1014,Fangfang Li,"$119,035,160",1,"$119,035,160"
1015,Emilio Martinez Lazaro,"$118,865,521",4,"$29,716,380"
1016,John Luessenhop,"$118,702,763",4,"$29,675,691"
1017,Ershan Wu,"$118,528,842",1,"$118,528,842"
1018,Goro Miyazaki,"$118,516,945",3,"$39,505,648"
1019,Billy Wilder,"$118,278,102",20,"$5,913,905"
1020,Lei Zhilong,"$118,128,641",1,"$118,128,641"
1021,Samuel Bayer,"$117,729,618",1,"$117,729,618"
1022,Robert De Niro,"$117,618,060",2,"$58,809,030"
1023,Tamra Davis,"$117,611,416",6,"$19,601,903"
1024,Rod Daniel,"$117,324,248",4,"$29,331,062"
1025,Xiaoshi Liu (刘晓世),"$117,299,494",1,"$117,299,494"
1026,Nicholas Meyer,"$117,292,953",5,"$23,458,591"
1027,Daniel Scheinert,"$117,290,400",4,"$29,322,600"
1028,Daniel Kwan,"$117,256,544",3,"$39,085,515"
1029,Todd Haynes,"$116,738,047",12,"$9,728,171"
1030,Park Chan-wook,"$116,546,204",10,"$11,654,620"
1031,Olivier Dahan,"$116,511,306",3,"$38,837,102"
1032,Byeong-Hun Lee,"$116,127,561",1,"$116,127,561"
1033,Daniel Alfredson,"$115,468,300",7,"$16,495,471"
1034,Dylan Brown,"$115,103,325",1,"$115,103,325"
1035,Alejandro Agresti,"$114,842,521",3,"$38,280,840"
1036,Seok-hoon Lee,"$114,590,392",2,"$57,295,196"
1037,Kirk DeMicco,"$114,500,008",3,"$38,166,669"
1038,Kimberly Peirce,"$114,379,555",4,"$28,594,889"
1039,J. Blakeson,"$114,095,640",4,"$28,523,910"
1040,Mike Figgis,"$113,858,584",13,"$8,758,353"
1041,Mike Leigh,"$113,019,683",14,"$8,072,835"
1042,Tsutomu Hanabusa,"$112,785,188",11,"$10,253,199"
1043,Thomas Carter,"$112,436,505",4,"$28,109,126"
1044,Lin Yan,"$112,370,000",1,"$112,370,000"
1045,Julius Avery,"$112,347,659",4,"$28,086,915"
1046,Anton Corbijn,"$112,228,734",6,"$18,704,789"
1047,Bernardo Bertolucci,"$112,218,002",10,"$11,221,800"
1048,Min-ho Woo,"$112,102,009",4,"$28,025,502"
1049,Anthony Stacchi,"$111,898,741",2,"$55,949,371"
1050,Graham Annable,"$111,898,741",1,"$111,898,741"
1051,Kevin Kolsch,"$111,871,070",4,"$27,967,768"
1052,Dennis Widmyer,"$111,819,678",3,"$37,273,226"
1053,Mark Pellington,"$111,639,871",9,"$12,404,430"
1054,Olivia Wilde,"$111,562,345",3,"$37,187,448"
1055,Santiago Segura,"$111,553,688",9,"$12,394,854"
1056,Michael Cimino,"$111,433,512",8,"$13,929,189"
1057,Dennie Gordon,"$111,331,053",4,"$27,832,763"
1058,Christopher Cain,"$111,001,633",8,"$13,875,204"
1059,Lone Scherfig,"$110,116,708",7,"$15,730,958"
1060,Robin Budd,"$109,862,682",1,"$109,862,682"
1061,Donovan Cook,"$109,862,682",1,"$109,862,682"
1062,Cory Edwards,"$109,843,390",1,"$109,843,390"
1063,John Hillcoat,"$109,544,211",4,"$27,386,053"
1064,Andrew Douglas,"$109,175,673",2,"$54,587,837"
1065,Oxide Pang Chun,"$109,120,819",7,"$15,588,688"
1066,Alister Grierson,"$109,065,040",3,"$36,355,013"
1067,Jorge Blanco,"$108,996,113",1,"$108,996,113"
1068,Sergey Bodrov,"$108,874,967",1,"$108,874,967"
1069,Joon-ik Lee,"$108,869,130",4,"$27,217,283"
1070,Christophe Barratier,"$108,782,522",7,"$15,540,360"
1071,Sean McNamara,"$108,756,677",28,"$3,884,167"
1072,Alan Metter,"$108,525,676",5,"$21,705,135"
1073,Justin Chadwick,"$108,516,103",3,"$36,172,034"
1074,Christophe Gans,"$108,333,003",3,"$36,111,001"
1075,Dan Trachtenberg,"$108,286,422",2,"$54,143,211"
1076,Danny Pang,"$107,480,445",11,"$9,770,950"
1077,Carroll Ballard,"$107,457,298",4,"$26,864,325"
1078,Paul Schrader,"$106,962,943",19,"$5,629,629"
1079,Sam Peckinpah,"$106,892,933",13,"$8,222,533"
1080,Jang Hun,"$106,673,173",2,"$53,336,587"
1081,Lorna Cook,"$106,515,310",1,"$106,515,310"
1082,Susanna White,"$106,445,340",3,"$35,481,780"
1083,Stuart Rosenberg,"$106,254,296",6,"$17,709,049"
1084,Don Siegel,"$106,209,072",15,"$7,080,605"
1085,Christian Ditter,"$106,150,300",3,"$35,383,433"
1086,Charles Stone III,"$106,106,451",7,"$15,158,064"
1087,Mark Mylod,"$105,984,163",2,"$52,992,082"
1088,Jean-Francois Richet,"$105,799,245",6,"$17,633,208"
1089,Paul Michael Glaser,"$105,782,594",5,"$21,156,519"
1090,Wai Ka-Fai,"$105,516,025",2,"$52,758,013"
1091,Sunny Luk,"$104,529,486",1,"$104,529,486"
1092,Kevin Donovan,"$104,429,625",1,"$104,429,625"
